dataset,split,model_nickname,hf_model_id,embedding_type,method,r,seed,fit_size,eval_size,metric_name,metric_value,notes,std_if_available
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,7,42,2910,1379,spearman_x100,23.0173,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,7,42,2910,1379,spearman_x100,28.5026,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,7,42-44,2910,1379,spearman_x100,37.7554,"seeds=[42, 43, 44]",1.2731
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,14,42,2910,1379,spearman_x100,32.4432,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,14,42,2910,1379,spearman_x100,31.2024,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,14,42,2910,1379,spearman_x100,35.2101,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,14,42-44,2910,1379,spearman_x100,45.2313,"seeds=[42, 43, 44]",0.5137
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,28,42,2910,1379,spearman_x100,39.7781,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,28,42,2910,1379,spearman_x100,37.0472,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,28,42,2910,1379,spearman_x100,40.8869,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,28,42-44,2910,1379,spearman_x100,51.4635,"seeds=[42, 43, 44]",0.8255
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,56,42,2910,1379,spearman_x100,46.1112,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,56,42,2910,1379,spearman_x100,41.9457,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,56,42,2910,1379,spearman_x100,46.306,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,56,42-44,2910,1379,spearman_x100,54.2124,"seeds=[42, 43, 44]",0.4657
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,112,42,2910,1379,spearman_x100,51.2037,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,112,42,2910,1379,spearman_x100,45.9947,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,112,42,2910,1379,spearman_x100,49.1425,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,112,42-44,2910,1379,spearman_x100,55.7528,"seeds=[42, 43, 44]",0.8186
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,224,42,2910,1379,spearman_x100,53.9008,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,224,42,2910,1379,spearman_x100,48.7773,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,224,42,2910,1379,spearman_x100,52.302,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,224,42-44,2910,1379,spearman_x100,56.6052,"seeds=[42, 43, 44]",0.1424
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,448,42,2910,1379,spearman_x100,55.2548,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,448,42,2910,1379,spearman_x100,50.8561,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,448,42,2910,1379,spearman_x100,55.0898,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,448,42-44,2910,1379,spearman_x100,57.6156,"seeds=[42, 43, 44]",0.1135
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,896,42,2910,1379,spearman_x100,56.7704,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,896,42,2910,1379,spearman_x100,52.6701,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,896,42,2910,1379,spearman_x100,57.1022,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,896,42-44,2910,1379,spearman_x100,58.3275,"seeds=[42, 43, 44]",0.2619
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,PCA_whitening,1792,42,2910,1379,spearman_x100,58.4545,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,Soft_whitening,1792,42,2910,1379,spearman_x100,54.6363,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,ZCA_only,1792,42,2910,1379,spearman_x100,58.5171,,
stsb,test,qwen-8b,Qwen/Qwen2-7B,mean_pool,NCWP,1792,42-44,2910,1379,spearman_x100,58.9406,"seeds=[42, 43, 44]",0.018
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Base_mean_pool,4096,42,2910,1379,spearman_x100,45.888,full dim,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,4,42,2910,1379,spearman_x100,23.5436,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,4,42,2910,1379,spearman_x100,22.98,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,4,42,2910,1379,spearman_x100,27.9816,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,4,42-44,2910,1379,spearman_x100,32.7945,"seeds=[42, 43, 44]",2.3885
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,8,42,2910,1379,spearman_x100,28.2575,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,8,42,2910,1379,spearman_x100,27.1602,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,8,42,2910,1379,spearman_x100,39.6628,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,8,42-44,2910,1379,spearman_x100,43.9726,"seeds=[42, 43, 44]",1.2133
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,16,42,2910,1379,spearman_x100,39.4699,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,16,42,2910,1379,spearman_x100,37.0963,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,16,42,2910,1379,spearman_x100,43.2425,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,16,42-44,2910,1379,spearman_x100,51.2995,"seeds=[42, 43, 44]",0.8129
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,32,42,2910,1379,spearman_x100,42.5945,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,32,42,2910,1379,spearman_x100,40.8426,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,32,42,2910,1379,spearman_x100,50.3057,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,32,42-44,2910,1379,spearman_x100,56.2093,"seeds=[42, 43, 44]",0.5412
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,64,42,2910,1379,spearman_x100,49.2708,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,64,42,2910,1379,spearman_x100,46.3862,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,64,42,2910,1379,spearman_x100,56.1568,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,64,42-44,2910,1379,spearman_x100,59.271,"seeds=[42, 43, 44]",0.0751
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,128,42,2910,1379,spearman_x100,53.6124,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,128,42,2910,1379,spearman_x100,50.0658,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,128,42,2910,1379,spearman_x100,58.6237,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,128,42-44,2910,1379,spearman_x100,61.3606,"seeds=[42, 43, 44]",0.2156
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,256,42,2910,1379,spearman_x100,56.7504,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,256,42,2910,1379,spearman_x100,53.1451,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,256,42,2910,1379,spearman_x100,61.4267,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,256,42-44,2910,1379,spearman_x100,62.5826,"seeds=[42, 43, 44]",0.1952
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,512,42,2910,1379,spearman_x100,58.9038,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,512,42,2910,1379,spearman_x100,55.6588,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,512,42,2910,1379,spearman_x100,60.6414,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,512,42-44,2910,1379,spearman_x100,62.9425,"seeds=[42, 43, 44]",0.4906
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,1024,42,2910,1379,spearman_x100,60.9693,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,1024,42,2910,1379,spearman_x100,58.0778,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,1024,42,2910,1379,spearman_x100,61.9733,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,1024,42-44,2910,1379,spearman_x100,63.3766,"seeds=[42, 43, 44]",0.1337
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,PCA_whitening,2048,42,2910,1379,spearman_x100,62.9682,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,Soft_whitening,2048,42,2910,1379,spearman_x100,60.5439,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,ZCA_only,2048,42,2910,1379,spearman_x100,63.0733,,
stsb,test,llama-8b,meta-llama/Meta-Llama-3.1-8B,mean_pool,NCWP,2048,42-44,2910,1379,spearman_x100,63.3506,"seeds=[42, 43, 44]",0.1137
